年月,區域別,里數,鄰數,戶數,性別,人口數,遷入人數,遷出人數,出生人數,死亡人數,平地原住民,山地原住民,年齡14歲以下人數,年齡15至64歲人數,年齡65歲以上人數
10401,新竹市,122,2216,155296,男女合計,432259,1666,1607,431,219,1795,1908,,,
10401,新竹市,122,2216,155296,男,213933,725,721,234,141,849,764,,,
10401,新竹市,122,2216,155296,女,218326,941,886,197,78,946,1144,,,
10401,東區,53,1033,75186,男女合計,207081,859,713,188,96,590,805,,,
10401,東區,53,1033,75186,男,102017,381,313,100,66,252,305,,,
10401,東區,53,1033,75186,女,105064,478,400,88,30,338,500,,,
10401,北區,45,808,54359,男女合計,148766,560,609,151,89,642,663,,,
10401,北區,45,808,54359,男,72989,233,274,83,54,309,271,,,
10401,北區,45,808,54359,女,75777,327,335,68,35,333,392,,,
10401,香山,24,375,25751,男女合計,76412,247,285,92,34,563,440,,,
10401,香山,24,375,25751,男,38927,111,134,51,21,288,188,,,
10401,香山,24,375,25751,女,37485,136,151,41,13,275,252,,,
10402,新竹市,122,2216,155394,男女合計,432366,1240,1296,338,175,1797,1907,,,
10402,新竹市,122,2216,155394,男,214017,586,574,178,106,850,764,,,
10402,新竹市,122,2216,155394,女,218349,654,722,160,69,947,1143,,,
10402,東區,53,1033,75259,男女合計,207218,648,606,160,65,595,803,,,
10402,東區,53,1033,75259,男,102107,313,272,87,38,254,304,,,
10402,東區,53,1033,75259,女,105111,335,334,73,27,341,499,,,
10402,北區,45,808,54377,男女合計,148757,405,440,97,71,640,666,,,
10402,北區,45,808,54377,男,72997,192,190,47,41,308,274,,,
10402,北區,45,808,54377,女,75760,213,250,50,30,332,392,,,
10402,香山,24,375,25758,男女合計,76391,187,250,81,39,562,438,,,
10402,香山,24,375,25758,男,38913,81,112,44,27,288,186,,,
10402,香山,24,375,25758,女,37478,106,138,37,12,274,252,,,
10403,新竹市,122,2215,155585,男女合計,432456,1960,2066,467,271,1801,1902,,,
10403,新竹市,122,2215,155585,男,214029,881,954,254,169,849,769,,,
10403,新竹市,122,2215,155585,女,218427,1079,1112,213,102,952,1151,,,
10403,東區,53,1033,75348,男女合計,207297,950,961,219,129,590,801,,,
10403,東區,53,1033,75348,男,102125,432,458,122,78,250,304,,,
10403,東區,53,1033,75348,女,105172,518,503,97,51,340,497,,,
10403,北區,45,807,54436,男女合計,148741,658,732,157,99,638,673,,,
10403,北區,45,807,54436,男,72968,295,344,85,65,307,279,,,
10403,北區,45,807,54436,女,75773,363,388,72,34,331,394,,,
10403,香山,24,375,25801,男女合計,76418,352,373,91,43,573,446,,,
10403,香山,24,375,25801,男,38936,154,152,47,26,292,186,,,
10403,香山,24,375,25801,女,37482,198,221,44,17,281,260,,,
10404,新竹市,122,2188,155773,男女合計,432559,1775,1857,397,212,1809,1928,,,
10404,新竹市,122,2188,155773,男,214112,807,815,217,126,859,774,,,
10404,新竹市,122,2188,155773,女,218447,968,1042,180,86,950,1154,,,
10404,東區,53,1019,75457,男女合計,207440,887,832,186,98,592,803,,,
10404,東區,53,1019,75457,男,102197,407,381,104,58,253,304,,,
10404,東區,53,1019,75457,女,105243,480,451,82,40,339,499,,,
10404,北區,45,794,54467,男女合計,148729,590,650,125,77,643,673,,,
10404,北區,45,794,54467,男,72969,255,274,61,41,313,281,,,
10404,北區,45,794,54467,女,75760,335,376,64,36,330,392,,,
10404,香山,24,375,25849,男女合計,76390,298,375,86,37,574,452,,,
10404,香山,24,375,25849,男,38946,145,160,52,27,293,189,,,
10404,香山,24,375,25849,女,37444,153,215,34,10,281,263,,,
10405,新竹市,122,2188,156035,男女合計,432692,2154,2198,368,191,1821,1937,,,
10405,新竹市,122,2188,156035,男,214138,968,1011,186,117,864,777,,,
10405,新竹市,122,2188,156035,女,218554,1186,1187,182,74,957,1160,,,
10405,東區,53,1019,75596,男女合計,207529,1045,1058,187,85,596,799,,,
10405,東區,53,1019,75596,男,102210,470,500,99,56,252,303,,,
10405,東區,53,1019,75596,女,105319,575,558,88,29,344,496,,,
10405,北區,45,794,54538,男女合計,148769,731,734,117,74,649,685,,,
10405,北區,45,794,54538,男,72993,342,328,56,46,317,284,,,
10405,北區,45,794,54538,女,75776,389,406,61,28,332,401,,,
10405,香山,24,375,25901,男女合計,76394,378,406,64,32,576,453,,,
10405,香山,24,375,25901,男,38935,156,183,31,15,295,190,,,
10405,香山,24,375,25901,女,37459,222,223,33,17,281,263,,,
10406,新竹市,122,2187,156266,男女合計,432860,1931,1971,428,220,1838,1948,,,
10406,新竹市,122,2187,156266,男,214222,895,892,216,135,870,784,,,
10406,新竹市,122,2187,156266,女,218638,1036,1079,212,85,968,1164,,,
10406,東區,53,1019,75742,男女合計,207671,971,948,209,90,605,803,,,
10406,東區,53,1019,75742,男,102299,458,419,103,53,255,306,,,
10406,東區,53,1019,75742,女,105372,513,529,106,37,350,497,,,
10406,北區,45,793,54591,男女合計,148838,639,629,145,86,659,697,,,
10406,北區,45,793,54591,男,73017,288,297,87,54,321,292,,,
10406,北區,45,793,54591,女,75821,351,332,58,32,338,405,,,
10406,香山,24,375,25933,男女合計,76351,321,394,74,44,574,448,,,
10406,香山,24,375,25933,男,38906,149,176,26,28,294,186,,,
10406,香山,24,375,25933,女,37445,172,218,48,16,280,262,,,
10407,新竹市,122,2187,156462,男女合計,432966,2134,2216,403,215,1839,1950,,,
10407,新竹市,122,2187,156462,男,214282,999,1026,207,120,872,785,,,
10407,新竹市,122,2187,156462,女,218684,1135,1190,196,95,967,1165,,,
10407,東區,53,1019,75813,男女合計,207549,952,1183,199,90,594,803,,,
10407,東區,53,1019,75813,男,102252,460,556,100,51,251,304,,,
10407,東區,53,1019,75813,女,105297,492,627,99,39,343,499,,,
10407,北區,45,793,54672,男女合計,148945,766,691,127,95,668,696,,,
10407,北區,45,793,54672,男,73068,351,319,72,53,326,292,,,
10407,北區,45,793,54672,女,75877,415,372,55,42,342,404,,,
10407,香山,24,375,25977,男女合計,76472,416,342,77,30,577,451,,,
10407,香山,24,375,25977,男,38962,188,151,35,16,295,189,,,
10407,香山,24,375,25977,女,37510,228,191,42,14,282,262,,,
10408,新竹市,122,2187,156725,男女合計,433091,1855,1946,407,191,1848,1953,,,
10408,新竹市,122,2187,156725,男,214362,834,863,216,107,876,791,,,
10408,新竹市,122,2187,156725,女,218729,1021,1083,191,84,972,1162,,,
10408,東區,53,1020,75944,男女合計,207516,868,1003,185,83,593,803,,,
10408,東區,53,1020,75944,男,102261,405,446,101,51,249,307,,,
10408,東區,53,1020,75944,女,105255,463,557,84,32,344,496,,,
10408,北區,45,792,54734,男女合計,148983,624,645,140,81,677,699,,,
10408,北區,45,792,54734,男,73078,268,286,70,42,330,295,,,
10408,北區,45,792,54734,女,75905,356,359,70,39,347,404,,,
10408,香山,24,375,26047,男女合計,76592,363,298,82,27,578,451,,,
10408,香山,24,375,26047,男,39023,161,131,45,14,297,189,,,
10408,香山,24,375,26047,女,37569,202,167,37,13,281,262,,,
10409,新竹市,122,2187,157297,男女合計,433348,1997,1889,366,217,1867,1957,,,
10409,新竹市,122,2187,157297,男,214494,956,872,191,143,884,796,,,
10409,新竹市,122,2187,157297,女,218854,1041,1017,175,74,983,1161,,,
10409,東區,53,1020,76301,男女合計,207705,1045,940,171,87,597,806,,,
10409,東區,53,1020,76301,男,102356,508,452,92,53,250,308,,,
10409,東區,53,1020,76301,女,105349,537,488,79,34,347,498,,,
10409,北區,45,792,54881,男女合計,148989,599,631,121,83,688,700,,,
10409,北區,45,792,54881,男,73080,278,275,60,61,335,295,,,
10409,北區,45,792,54881,女,75909,321,356,61,22,353,405,,,
10409,香山,24,375,26115,男女合計,76654,353,318,74,47,582,451,,,
10409,香山,24,375,26115,男,39058,170,145,39,29,299,193,,,
10409,香山,24,375,26115,女,37596,183,173,35,18,283,258,,,
10410,新竹市,122,2187,157434,男女合計,433581,1471,1450,441,229,1880,1959,,,
10410,新竹市,122,2187,157434,男,214621,653,634,235,127,891,795,,,
10410,新竹市,122,2187,157434,女,218960,818,816,206,102,989,1164,,,
10410,東區,53,1020,76361,男女合計,207868,721,685,210,83,605,807,,,
10410,東區,53,1020,76361,男,102449,323,296,113,47,256,308,,,
10410,東區,53,1020,76361,女,105419,398,389,97,36,349,499,,,
10410,北區,45,792,54912,男女合計,149031,492,503,152,99,696,703,,,
10410,北區,45,792,54912,男,73107,220,214,76,55,339,296,,,
10410,北區,45,792,54912,女,75924,272,289,76,44,357,407,,,
10410,香山,24,375,26161,男女合計,76682,258,262,79,47,579,449,,,
10410,香山,24,375,26161,男,39065,110,124,46,25,296,191,,,
10410,香山,24,375,26161,女,37617,148,138,33,22,283,258,,,
10411,新竹市,122,2188,157515,男女合計,433774,1306,1353,449,209,1887,1972,,,
10411,新竹市,122,2188,157515,男,214713,595,606,232,129,896,799,,,
10411,新竹市,122,2188,157515,女,219061,711,747,217,80,991,1173,,,
10411,東區,53,1021,76384,男女合計,207940,636,677,214,101,608,811,,,
10411,東區,53,1021,76384,男,102473,288,318,116,62,257,309,,,
10411,東區,53,1021,76384,女,105467,348,359,98,39,351,502,,,
10411,北區,45,792,54942,男女合計,149088,439,462,150,70,704,713,,,
10411,北區,45,792,54942,男,73147,205,197,75,43,346,298,,,
10411,北區,45,792,54942,女,75941,234,265,75,27,358,415,,,
10411,香山,24,375,26189,男女合計,76746,231,214,85,38,575,448,,,
10411,香山,24,375,26189,男,39093,102,91,41,24,293,192,,,
10411,香山,24,375,26189,女,37653,129,123,44,14,282,256,,,
10412,新竹市,122,2186,157586,男女合計,434060,1448,1423,481,220,1895,1969,,,
10412,新竹市,122,2186,157586,男,214795,608,642,252,136,899,795,,,
10412,新竹市,122,2186,157586,女,219265,840,781,229,84,996,1174,,,
10412,東區,53,1021,76442,男女合計,208142,718,677,231,70,611,805,,,
10412,東區,53,1021,76442,男,102564,309,299,125,44,260,305,,,
10412,東區,53,1021,76442,女,105578,409,378,106,26,351,500,,,
10412,北區,45,790,54943,男女合計,149156,510,507,166,101,712,717,,,
10412,北區,45,790,54943,男,73131,212,245,78,61,347,298,,,
10412,北區,45,790,54943,女,76025,298,262,88,40,365,419,,,
10412,香山,24,375,26201,男女合計,76762,220,239,84,49,572,447,,,
10412,香山,24,375,26201,男,39100,87,98,49,31,292,192,,,
10412,香山,24,375,26201,女,37662,133,141,35,18,280,255,,,
10501,新竹市,122,2186,157586,男女合計,434258,1514,1497,398,217,1887,1985,,,
10501,新竹市,122,2186,157586,男,214871,662,670,216,132,891,806,,,
10501,新竹市,122,2186,157586,女,219387,852,827,182,85,996,1179,,,
10501,東區,53,1021,76427,男女合計,208122,652,753,185,104,609,811,,,
10501,東區,53,1021,76427,男,102547,281,342,106,62,258,309,,,
10501,東區,53,1021,76427,女,105575,371,411,79,42,351,502,,,
10501,北區,45,790,54988,男女合計,149300,560,470,132,78,706,717,,,
10501,北區,45,790,54988,男,73165,239,226,67,46,341,300,,,
10501,北區,45,790,54988,女,76135,321,244,65,32,365,417,,,
10501,香山,24,375,26225,男女合計,76836,302,274,81,35,572,457,,,
10501,香山,24,375,26225,男,39159,142,102,43,24,292,197,,,
10501,香山,24,375,26225,女,37677,160,172,38,11,280,260,,,
10502,新竹市,122,2185,157681,男女合計,434279,1338,1412,360,265,1886,1990,,,
10502,新竹市,122,2185,157681,男,214843,583,628,178,161,888,806,,,
10502,新竹市,122,2185,157681,女,219436,755,784,182,104,998,1184,,,
10502,東區,53,1020,76441,男女合計,208100,636,706,178,130,604,810,,,
10502,東區,53,1020,76441,男,102557,296,298,87,75,255,307,,,
10502,東區,53,1020,76441,女,105543,340,408,91,55,349,503,,,
10502,北區,45,790,54993,男女合計,149279,441,482,118,98,710,722,,,
10502,北區,45,790,54993,男,73105,172,224,57,65,342,301,,,
10502,北區,45,790,54993,女,76174,269,258,61,33,368,421,,,
10502,香山,24,375,26247,男女合計,76900,261,224,64,37,572,458,,,
10502,香山,24,375,26247,男,39181,115,106,34,21,291,198,,,
10502,香山,24,375,26247,女,37719,146,118,30,16,281,260,,,
10503,新竹市,122,2185,157877,男女合計,434492,1777,1687,405,282,1892,1996,,,
10503,新竹市,122,2185,157877,男,214940,826,762,204,171,890,807,,,
10503,新竹市,122,2185,157877,女,219552,951,925,201,111,1002,1189,,,
10503,東區,53,1020,76520,男女合計,208200,828,803,187,112,601,810,,,
10503,東區,53,1020,76520,男,102590,378,372,97,70,255,308,,,
10503,東區,53,1020,76520,女,105610,450,431,90,42,346,502,,,
10503,北區,45,790,55075,男女合計,149300,595,586,130,118,709,723,,,
10503,北區,45,790,55075,男,73146,298,260,69,66,339,302,,,
10503,北區,45,790,55075,女,76154,287,326,61,52,370,421,,,
10503,香山,24,375,26282,男女合計,76992,354,298,88,52,582,463,,,
10503,香山,24,375,26282,男,39204,150,130,38,35,296,197,,,
10503,香山,24,375,26282,女,37788,204,168,50,17,286,266,,,
10504,新竹市,122,2185,158041,男女合計,434674,1607,1545,362,242,1888,1984,,,
10504,新竹市,122,2185,158041,男,215046,735,664,179,144,887,802,,,
10504,新竹市,122,2185,158041,女,219628,872,881,183,98,1001,1182,,,
10504,東區,53,1020,76599,男女合計,208315,786,756,184,99,598,800,,,
10504,東區,53,1020,76599,男,102673,377,332,99,61,254,305,,,
10504,東區,53,1020,76599,女,105642,409,424,85,38,344,495,,,
10504,北區,45,790,55117,男女合計,149343,546,516,98,85,709,723,,,
10504,北區,45,790,55117,男,73152,239,232,46,47,338,303,,,
10504,北區,45,790,55117,女,76191,307,284,52,38,371,420,,,
10504,香山,24,375,26325,男女合計,77016,275,273,80,58,581,461,,,
10504,香山,24,375,26325,男,39221,119,100,34,36,295,194,,,
10504,香山,24,375,26325,女,37795,156,173,46,22,286,267,,,
10505,新竹市,122,2185,158284,男女合計,434955,2174,2042,386,237,1889,1982,,,
10505,新竹市,122,2185,158284,男,215156,968,919,197,136,887,801,,,
10505,新竹市,122,2185,158284,女,219799,1206,1123,189,101,1002,1181,,,
10505,東區,53,1020,76719,男女合計,208485,1029,934,185,110,604,806,,,
10505,東區,53,1020,76719,男,102757,456,412,98,58,258,310,,,
10505,東區,53,1020,76719,女,105728,573,522,87,52,346,496,,,
10505,北區,45,790,55187,男女合計,149424,741,689,119,90,708,718,,,
10505,北區,45,790,55187,男,73159,316,314,58,53,337,299,,,
10505,北區,45,790,55187,女,76265,425,375,61,37,371,419,,,
10505,香山,24,375,26378,男女合計,77046,404,419,82,37,577,458,,,
10505,香山,24,375,26378,男,39240,196,193,41,25,292,192,,,
10505,香山,24,375,26378,女,37806,208,226,41,12,285,266,,,
10506,新竹市,122,2186,158443,男女合計,435238,1853,1723,360,207,1890,1970,,,
10506,新竹市,122,2186,158443,男,215235,839,824,175,111,884,795,,,
10506,新竹市,122,2186,158443,女,220003,1014,899,185,96,1006,1175,,,
10506,東區,53,1021,76812,男女合計,208734,925,769,183,90,600,798,,,
10506,東區,53,1021,76812,男,102863,434,365,86,49,256,307,,,
10506,東區,53,1021,76812,女,105871,491,404,97,41,344,491,,,
10506,北區,45,790,55219,男女合計,149439,601,610,103,79,718,716,,,
10506,北區,45,790,55219,男,73152,260,285,54,36,340,297,,,
10506,北區,45,790,55219,女,76287,341,325,49,43,378,419,,,
10506,香山,24,375,26412,男女合計,77065,327,344,74,38,572,456,,,
10506,香山,24,375,26412,男,39220,145,174,35,26,288,191,,,
10506,香山,24,375,26412,女,37845,182,170,39,12,284,265,,,
10507,新竹市,122,2186,158618,男女合計,435488,1811,1738,354,177,1889,1984,,,
10507,新竹市,122,2186,158618,男,215390,813,766,199,91,884,803,,,
10507,新竹市,122,2186,158618,女,220098,998,972,155,86,1005,1181,,,
10507,東區,53,1021,76837,男女合計,208724,792,885,161,78,600,804,,,
10507,東區,53,1021,76837,男,102878,355,393,96,43,256,310,,,
10507,東區,53,1021,76837,女,105846,437,492,65,35,344,494,,,
10507,北區,45,790,55296,男女合計,149610,657,539,128,75,717,720,,,
10507,北區,45,790,55296,男,73245,300,237,66,36,343,301,,,
10507,北區,45,790,55296,女,76365,357,302,62,39,374,419,,,
10507,香山,24,375,26485,男女合計,77154,362,314,65,24,572,460,,,
10507,香山,24,375,26485,男,39267,158,136,37,12,285,192,,,
10507,香山,24,375,26485,女,37887,204,178,28,12,287,268,,,
10508,新竹市,122,2186,158924,男女合計,435805,2041,1919,405,210,1895,1985,,,
10508,新竹市,122,2186,158924,男,215509,942,897,204,130,885,803,,,
10508,新竹市,122,2186,158924,女,220296,1099,1022,201,80,1010,1182,,,
10508,東區,53,1021,77010,男女合計,208890,1025,963,192,88,607,800,,,
10508,東區,53,1021,77010,男,102942,491,467,96,56,262,306,,,
10508,東區,53,1021,77010,女,105948,534,496,96,32,345,494,,,
10508,北區,45,790,55367,男女合計,149674,630,612,129,83,721,723,,,
10508,北區,45,790,55367,男,73246,270,288,69,50,342,306,,,
10508,北區,45,790,55367,女,76428,360,324,60,33,379,417,,,
10508,香山,24,375,26547,男女合計,77241,386,344,84,39,567,462,,,
10508,香山,24,375,26547,男,39321,181,142,39,24,281,191,,,
10508,香山,24,375,26547,女,37920,205,202,45,15,286,271,,,
10509,新竹市,122,2186,159587,男女合計,436220,2004,1721,333,201,1900,1999,,,
10509,新竹市,122,2186,159587,男,215770,942,752,177,106,890,808,,,
10509,新竹市,122,2186,159587,女,220450,1062,969,156,95,1010,1191,,,
10509,東區,53,1021,77352,男女合計,209123,1013,855,158,83,609,805,,,
10509,東區,53,1021,77352,男,103079,474,388,92,41,262,308,,,
10509,東區,53,1021,77352,女,106044,539,467,66,42,347,497,,,
10509,北區,45,790,55577,男女合計,149761,635,570,99,77,720,729,,,
10509,北區,45,790,55577,男,73320,301,232,49,44,343,308,,,
10509,北區,45,790,55577,女,76441,334,338,50,33,377,421,,,
10509,香山,24,375,26658,男女合計,77336,356,296,76,41,571,465,,,
10509,香山,24,375,26658,男,39371,167,132,36,21,285,192,,,
10509,香山,24,375,26658,女,37965,189,164,40,20,286,273,,,
10510,新竹市,122,2186,159742,男女合計,436490,1576,1494,405,217,1910,1998,,,
10510,新竹市,122,2186,159742,男,215826,712,718,207,145,892,806,,,
10510,新竹市,122,2186,159742,女,220664,864,776,198,72,1018,1192,,,
10510,東區,53,1021,77444,男女合計,209356,802,675,205,99,612,808,,,
10510,東區,53,1021,77444,男,103165,370,333,110,61,262,309,,,
10510,東區,53,1021,77444,女,106191,432,342,95,38,350,499,,,
10510,北區,45,790,55631,男女合計,149758,509,548,122,86,725,724,,,
10510,北區,45,790,55631,男,73298,239,257,56,60,344,305,,,
10510,北區,45,790,55631,女,76460,270,291,66,26,381,419,,,
10510,香山,24,375,26667,男女合計,77376,265,271,78,32,573,466,,,
10510,香山,24,375,26667,男,39363,103,128,41,24,286,192,,,
10510,香山,24,375,26667,女,38013,162,143,37,8,287,274,,,
10511,新竹市,122,2186,160192,男女合計,436877,1749,1541,390,211,1907,2007,,,
10511,新竹市,122,2186,160192,男,215998,790,696,201,123,890,802,,,
10511,新竹市,122,2186,160192,女,220879,959,845,189,88,1017,1205,,,
10511,東區,53,1021,77682,男女合計,209562,865,746,179,92,606,809,,,
10511,東區,53,1021,77682,男,103258,397,347,96,53,257,308,,,
10511,東區,53,1021,77682,女,106304,468,399,83,39,349,501,,,
10511,北區,45,790,55775,男女合計,149887,593,529,141,76,732,732,,,
10511,北區,45,790,55775,男,73367,268,225,68,42,348,301,,,
10511,北區,45,790,55775,女,76520,325,304,73,34,384,431,,,
10511,香山,24,375,26735,男女合計,77428,291,266,70,43,569,466,,,
10511,香山,24,375,26735,男,39373,125,124,37,28,285,193,,,
10511,香山,24,375,26735,女,38055,166,142,33,15,284,273,,,
10512,新竹市,122,2186,160460,男女合計,437337,1666,1396,439,249,1909,2003,,,
10512,新竹市,122,2186,160460,男,216206,758,626,226,150,889,802,,,
10512,新竹市,122,2186,160460,女,221131,908,770,213,99,1020,1201,,,
10512,東區,53,1021,77856,男女合計,209826,824,663,195,92,610,801,,,
10512,東區,53,1021,77856,男,103357,378,314,97,62,258,308,,,
10512,東區,53,1021,77856,女,106469,446,349,98,30,352,493,,,
10512,北區,45,790,55828,男女合計,149993,517,461,147,97,733,735,,,
10512,北區,45,790,55828,男,73444,250,196,76,53,348,302,,,
10512,北區,45,790,55828,女,76549,267,265,71,44,385,433,,,
10512,香山,24,375,26776,男女合計,77518,325,272,97,60,566,467,,,
10512,香山,24,375,26776,男,39405,130,116,53,35,283,192,,,
10512,香山,24,375,26776,女,38113,195,156,44,25,283,275,,,
10601,新竹市,122,2186,160630,男女合計,437753,1449,1167,331,197,1914,2007,,,
10601,新竹市,122,2186,160630,男,216412,672,517,167,116,892,809,,,
10601,新竹市,122,2186,160630,女,221341,777,650,164,81,1022,1198,,,
10601,東區,53,1021,77986,男女合計,210123,787,562,167,95,618,812,,,
10601,東區,53,1021,77986,男,103523,385,250,84,53,263,316,,,
10601,東區,53,1021,77986,女,106600,402,312,83,42,355,496,,,
10601,北區,45,790,55864,男女合計,150088,448,386,100,67,733,728,,,
10601,北區,45,790,55864,男,73484,201,169,52,44,346,302,,,
10601,北區,45,790,55864,女,76604,247,217,48,23,387,426,,,
10601,香山,24,375,26780,男女合計,77542,214,219,64,35,563,467,,,
10601,香山,24,375,26780,男,39405,86,98,31,19,283,191,,,
10601,香山,24,375,26780,女,38137,128,121,33,16,280,276,,,
10602,新竹市,122,2186,160796,男女合計,438018,1562,1426,360,231,1929,2012,,,
10602,新竹市,122,2186,160796,男,216490,692,653,183,144,897,808,,,
10602,新竹市,122,2186,160796,女,221528,870,773,177,87,1032,1204,,,
10602,東區,53,1021,78067,男女合計,210350,806,644,156,91,621,815,,,
10602,東區,53,1021,78067,男,103581,353,313,79,61,264,314,,,
10602,東區,53,1021,78067,女,106769,453,331,77,30,357,501,,,
10602,北區,45,790,55945,男女合計,150160,518,486,124,84,733,733,,,
10602,北區,45,790,55945,男,73519,237,217,68,53,346,304,,,
10602,北區,45,790,55945,女,76641,281,269,56,31,387,429,,,
10602,香山,24,375,26784,男女合計,77508,238,296,80,56,575,464,,,
10602,香山,24,375,26784,男,39390,102,123,36,30,287,190,,,
10602,香山,24,375,26784,女,38118,136,173,44,26,288,274,,,
10603,新竹市,122,2186,161044,男女合計,438322,1865,1681,405,285,1920,2010,,,
10603,新竹市,122,2186,161044,男,216616,839,777,227,163,888,808,,,
10603,新竹市,122,2186,161044,女,221706,1026,904,178,122,1032,1202,,,
10603,東區,53,1021,78231,男女合計,210690,995,726,200,129,618,823,,,
10603,東區,53,1021,78231,男,103735,450,334,105,67,262,318,,,
10603,東區,53,1021,78231,女,106955,545,392,95,62,356,505,,,
10603,北區,45,790,56002,男女合計,150147,595,621,124,111,730,729,,,
10603,北區,45,790,56002,男,73501,260,288,73,63,342,304,,,
10603,北區,45,790,56002,女,76646,335,333,51,48,388,425,,,
10603,香山,24,375,26811,男女合計,77485,275,334,81,45,572,458,,,
10603,香山,24,375,26811,男,39380,129,155,49,33,284,186,,,
10603,香山,24,375,26811,女,38105,146,179,32,12,288,272,,,
10604,新竹市,122,2186,161174,男女合計,438524,1466,1354,310,220,1916,2013,,,
10604,新竹市,122,2186,161174,男,216669,688,638,142,139,888,811,,,
10604,新竹市,122,2186,161174,女,221855,778,716,168,81,1028,1202,,,
10604,東區,53,1021,78286,男女合計,210861,781,643,134,101,617,829,,,
10604,東區,53,1021,78286,男,103784,371,318,62,66,262,322,,,
10604,東區,53,1021,78286,女,107077,410,325,72,35,355,507,,,
10604,北區,45,790,56028,男女合計,150135,440,480,110,82,724,723,,,
10604,北區,45,790,56028,男,73492,203,215,54,51,340,301,,,
10604,北區,45,790,56028,女,76643,237,265,56,31,384,422,,,
10604,香山,24,375,26860,男女合計,77528,245,231,66,37,575,461,,,
10604,香山,24,375,26860,男,39393,114,105,26,22,286,188,,,
10604,香山,24,375,26860,女,38135,131,126,40,15,289,273,,,
10605,新竹市,122,2186,161520,男女合計,438863,2070,1795,307,243,1913,2027,,,
10605,新竹市,122,2186,161520,男,216853,953,797,159,131,888,817,,,
10605,新竹市,122,2186,161520,女,222010,1117,998,148,112,1025,1210,,,
10605,東區,53,1021,78453,男女合計,211143,1098,846,135,105,621,829,,,
10605,東區,53,1021,78453,男,103951,535,380,72,60,264,321,,,
10605,東區,53,1021,78453,女,107192,563,466,63,45,357,508,,,
10605,北區,45,790,56140,男女合計,150196,643,603,108,87,720,737,,,
10605,北區,45,790,56140,男,73512,273,265,53,41,339,307,,,
10605,北區,45,790,56140,女,76684,370,338,55,46,381,430,,,
10605,香山,24,375,26927,男女合計,77524,329,346,64,51,572,461,,,
10605,香山,24,375,26927,男,39390,145,152,34,30,285,189,,,
10605,香山,24,375,26927,女,38134,184,194,30,21,287,272,,,
10606,新竹市,122,2185,161811,男女合計,439299,1987,1708,384,227,1927,2051,,,
10606,新竹市,122,2185,161811,男,217034,910,780,199,148,896,829,,,
10606,新竹市,122,2185,161811,女,222265,1077,928,185,79,1031,1222,,,
10606,東區,53,1020,78606,男女合計,211429,1044,856,186,88,633,831,,,
10606,東區,53,1020,78606,男,104063,465,391,97,59,270,322,,,
10606,東區,53,1020,78606,女,107366,579,465,89,29,363,509,,,
10606,北區,45,790,56236,男女合計,150304,611,532,119,90,718,749,,,
10606,北區,45,790,56236,男,73534,267,248,63,60,337,313,,,
10606,北區,45,790,56236,女,76770,344,284,56,30,381,436,,,
10606,香山,24,375,26969,男女合計,77566,332,320,79,49,576,471,,,
10606,香山,24,375,26969,男,39437,178,141,39,29,289,194,,,
10606,香山,24,375,26969,女,38129,154,179,40,20,287,277,,,
10607,新竹市,122,2185,161970,男女合計,439435,1782,1757,322,211,1935,2055,,,
10607,新竹市,122,2185,161970,男,217068,826,837,176,131,901,829,,,
10607,新竹市,122,2185,161970,女,222367,956,920,146,80,1034,1226,,,
10607,東區,53,1020,78707,男女合計,211505,900,902,155,77,633,844,,,
10607,東區,53,1020,78701,男,104103,418,417,90,51,270,327,,,
10607,東區,53,1020,78701,女,107402,482,485,65,26,363,517,,,
10607,北區,45,790,56281,男女合計,150278,564,594,98,94,724,744,,,
10607,北區,45,790,56281,男,73504,260,284,49,55,342,312,,,
10607,北區,45,790,56281,女,76774,304,310,49,39,382,432,,,
10607,香山,24,375,26988,男女合計,77652,318,261,69,40,578,467,,,
10607,香山,24,375,26988,男,39461,148,136,37,25,289,190,,,
10607,香山,24,375,26988,女,38191,170,125,32,15,289,277,,,
10608,新竹市,122,2185,162352,男女合計,439747,2263,2096,387,242,1926,2070,,,
10608,新竹市,122,2185,162352,男,217175,1036,968,180,141,900,836,,,
10608,新竹市,122,2185,162352,女,222572,1227,1128,207,101,1026,1234,,,
10608,東區,53,1020,78903,男女合計,211673,1113,1023,181,103,621,848,,,
10608,東區,53,1020,78903,男,104157,505,472,83,62,268,327,,,
10608,東區,53,1020,78903,女,107516,608,551,98,41,353,521,,,
10608,北區,45,790,56395,男女合計,150391,735,656,135,101,732,750,,,
10608,北區,45,790,56395,男,73543,334,295,57,57,348,317,,,
10608,北區,45,790,56395,女,76848,401,361,78,44,384,433,,,
10608,香山,24,375,27054,男女合計,77683,415,417,71,38,573,472,,,
10608,香山,24,375,27054,男,39475,197,201,40,22,284,192,,,
10608,香山,24,375,27054,女,38208,218,216,31,16,289,280,,,
10609,新竹市,122,2185,162832,男女合計,440098,1956,1774,337,168,1944,2072,,,
10609,新竹市,122,2185,162832,男,217366,941,828,182,104,904,835,,,
10609,新竹市,122,2185,162832,女,222732,1015,946,155,64,1040,1237,,,
10609,東區,53,1020,79129,男女合計,211844,972,891,151,61,633,840,,,
10609,東區,53,1020,79129,男,104253,473,424,79,32,271,322,,,
10609,東區,53,1020,79129,女,107591,499,467,72,29,362,518,,,
